state_code,county_code,state_name,county_name,population_2020,population_2024,domestic_migration,net_migration,annual_population_change_pct,fema_risk_score,flood_risk,wildfire_risk,heat_wave_risk,z_migration,z_risk,z_wildfire,z_flood,z_heatwave,climate_migration_signal
01,001,Alabama,Autauga County,58909,61464,1951,2269,0.0107,49.220489977728285,0.0,29.621380846325167,87.08240534521158,0.6643084539697607,-0.02462827654722007,-0.7065269957736658,-0.3980685077197204,1.2421706232749474,Statistically Neutral Climate/Migration Relationship
01,003,Alabama,Baldwin County,233244,261608,27126,29643,0.0291,97.70919503658925,78.33970414917118,92.65033407572383,91.0913140311804,2.287313848128787,1.6560479216861763,1.4745182854302017,2.6855053190789557,1.3713823955943394,Mispriced Climate Risk
01,005,Alabama,Barbour County,24975,24358,-362,-287,-0.0062,56.188355074769326,0.0,27.266942411708563,69.71046770601336,-0.8263867178393445,0.21688621650600412,-0.787999661502634,-0.3980685077197204,0.6822529432242496,Statistically Neutral Climate/Migration Relationship
01,007,Alabama,Bibb County,22176,22258,245,251,0.0009,32.48488705058861,0.0,15.049315940184538,67.22876232898504,-0.20011833204972043,-0.6047041822366993,-1.210776737717821,-0.3980685077197204,0.602264703217007,Statistically Neutral Climate/Migration Relationship
01,009,Alabama,Blount County,59110,60163,1498,1639,0.0044,65.12885777919185,0.0,19.630925867006045,82.43716194718422,0.10860552010009432,0.5267746756290907,-1.052235334137126,-0.3980685077197204,1.0924490458254936,Statistically Neutral Climate/Migration Relationship
01,011,Alabama,Bullock County,10230,9901,-249,-209,-0.0081,32.45307031498568,0.0,9.481387209672288,45.179764556156535,-0.9939796661492439,-0.605806988141052,-1.4034485823471377,-0.3980685077197204,-0.1084000445396478,Long-Term Climate Opportunity
01,013,Alabama,Butler County,19027,18256,-435,-403,-0.0103,54.05663378937321,0.0,14.603881641743556,58.733693923003514,-1.1880346589291275,0.14299822091437844,-1.2261904852881664,-0.3980685077197204,0.3284588047306774,Statistically Neutral Climate/Migration Relationship
01,015,Alabama,Calhoun County,116242,116427,1715,1938,0.0004,84.37798281896278,0.0,26.566974228444163,89.50047725103404,-0.24422173949969392,1.1939722477624275,-0.8122212648274625,-0.3980685077197204,1.3201078827691837,Statistically Neutral Climate/Migration Relationship
01,017,Alabama,Chambers County,34572,33813,-513,-220,-0.0055,42.348075087496014,0.0,29.335030225898823,79.3827553293032,-0.7646419474093816,-0.2628343518873868,-0.7164358334974593,-0.3980685077197204,0.9940019812011943,Statistically Neutral Climate/Migration Relationship
01,019,Alabama,Cherokee County,24981,26138,1820,1967,0.0114,42.06172446706968,0.0,4.67706013363029,64.74705695195672,0.7260532243997238,-0.27275960502656,-1.5696968597130057,-0.3980685077197204,0.5222764632097644,Statistically Neutral Climate/Migration Relationship
01,021,Alabama,Chilton County,45060,47262,2028,2431,0.012,58.54279350938594,0.0,39.516385618835514,79.28730512249443,0.778977313339692,0.29849385342809825,-0.3641216033181367,-0.3980685077197204,0.9909255104316855,Statistically Neutral Climate/Migration Relationship
01,023,Alabama,Choctaw County,12622,12052,-237,-208,-0.0115,74.35571110404072,0.0,42.28444161629017,56.53833916640153,-1.293882836809064,0.8465883878913514,-0.26833617198813375,-0.3980685077197204,0.2576999770319624,Risk-Aligned Climate Retreat
01,025,Alabama,Clarke County,22989,22142,-477,-472,-0.0093,72.0967228762329,44.766146993318486,48.87050588609609,76.2010817690105,-1.0998278440291804,0.7682891686823154,-0.040432904340884375,1.3639973654468374,0.891452955550884,Risk-Aligned Climate Retreat
01,027,Alabama,Clay County,14210,14239,294,304,0.0005,22.36716512885778,0.0,46.134266624244354,53.229398663697104,-0.23540105800969924,-0.9553964598208331,-0.13511735370157732,-0.3980685077197204,0.15104899035563898,Statistically Neutral Climate/Migration Relationship
01,029,Alabama,Cleburne County,15063,15905,1025,1039,0.0137,22.55806554247534,0.0,47.1205854279351,50.23862551702195,0.928928898669602,-0.9487796243947175,-0.10098691265295542,-0.3980685077197204,0.05465290624434664,Climate Aligned Inflow
01,031,Alabama,Coffee County,53565,56358,2181,2672,0.0128,89.086859688196,0.0,48.552338530066805,51.956729239580014,0.8495427652596497,1.3571875216066158,-0.05144272403398867,-0.3980685077197204,0.11002938009551445,Mispriced Climate Risk
01,033,Alabama,Colbert County,57305,58785,2143,2356,0.0064,71.90582246261533,0.0,16.003818008272354,79.9554565701559,0.28501914989998844,0.7616723332561995,-1.1777472786385095,-0.3980685077197204,1.012460805818251,Statistically Neutral Climate/Migration Relationship
01,035,Alabama,Conecuh County,11551,11109,-123,-114,-0.0097,47.534202990773146,0.0,44.288895959274576,41.202672605790646,-1.1351105699891593,-0.08307698947790906,-0.19897430792157964,-0.3980685077197204,-0.23658632660253637,Statistically Neutral Climate/Migration Relationship
01,037,Alabama,Coosa County,10340,10291,309,301,-0.0012,7.508749602290806,0.0,26.75787464206173,46.993318485523375,-0.3853526433396092,-1.4704068171535079,-0.8056153730116001,-0.3980685077197204,-0.04994709991897079,Statistically Neutral Climate/Migration Relationship
01,039,Alabama,Covington County,37513,37748,1286,1285,0.0016,88.70505886096086,0.0,50.97041043588928,71.17403754374801,-0.13837356161975747,1.343953850754384,0.03223190563360073,-0.3980685077197204,0.7294254950233928,Statistically Neutral Climate/Migration Relationship
01,041,Alabama,Crenshaw County,13171,13114,104,209,-0.0011,46.26153356665606,0.0,11.167674196627429,52.14762965319758,-0.37653196184961457,-0.12718922565201388,-1.3450965379736874,-0.3980685077197204,0.11618232163453332,Statistically Neutral Climate/Migration Relationship
01,043,Alabama,Cullman County,88142,92604,5406,5557,0.0124,69.64683423480751,0.0,20.48997772828508,46.42061724467069,0.8142600392996707,0.6833731140471636,-1.0225088209657456,-0.3980685077197204,-0.06840592453602673,Mispriced Climate Risk
01,045,Alabama,Dale County,49260,50067,459,655,0.0041,79.66910594972956,0.0,35.69837734648425,52.02036271078588,0.08214347563011021,1.0307569739182394,-0.4962394396353828,-0.3980685077197204,0.11208036060852113,Statistically Neutral Climate/Migration Relationship
01,047,Alabama,Dallas County,38185,35545,-2247,-1958,-0.0177,57.842825326121535,0.0,24.65797009226853,77.21921730830417,-1.8407650891887357,0.2742321235323404,-0.8782801829860856,-0.3980685077197204,0.9242686437589834,Statistically Neutral Climate/Migration Relationship
01,049,Alabama,DeKalb County,71673,73122,1674,2251,0.005,69.42411708558703,0.0,25.70792236716513,46.452433980273625,0.16152960904006256,0.6756534727166954,-0.8419477779988429,-0.3980685077197204,-0.06738043427952327,Statistically Neutral Climate/Migration Relationship
